transcription,hypothesis,confusion,score
i need the forecast for hot in barbados may city in 1 year,i need the forecast for hot in barbados may city in one year,i i ; need need ; the the ; forecast forecast ; for for ; hot hot ; in in ; barbados barbados ; may may ; city city ; in in ; 1 one ; year year,1.0
i want to hear a nineties track by stat quo on deezer,i want to hear and nineties <unk>,i i ; want want ; to to ; hear hear ; a and ; nineties nineties ; track <eps> ; by <eps> ; stat <eps> ; quo <eps> ; on <eps> ; deezer <unk>,1.0
what is the movie schedules for animated movies in the neighbourhood,what is the movie scheduled for animated movies in the neighborhood,what what ; is is ; the the ; movie movie ; schedules scheduled ; for for ; animated animated ; movies movies ; in in ; the the ; neighbourhood neighborhood,1.0
please add moon river to my metalcore playlist,please i  'd <unk> to my metal called <unk>,please please ; add i ; moon 'd ; river <unk> ; to to ; my my ; <eps> metal ; metalcore called ; playlist <unk>,1.0
play music by helen ward,play music by <unk>,play play ; music music ; by by ; helen <eps> ; ward <unk>,1.0
give this essay 1 out of 6,did they say one out of six,give did ; this they ; essay say ; 1 one ; out out ; of of ; 6 six,1.0
who published the novel jamesedition,to publish the novel james edition,who to ; published publish ; the the ; novel novel ; <eps> james ; jamesedition edition,1.0
rate this chronicle 0 stars,right this chronicles zeroes dies,rate right ; this this ; chronicle chronicles ; 0 zeroes ; stars dies,1.0
play elizeth cardoso to my nothing but a party r&b playlist,<unk> nothing but the <unk> list,play <eps> ; elizeth <eps> ; cardoso <eps> ; to <eps> ; my <unk> ; nothing nothing ; but but ; a <eps> ; party the ; r&b <unk> ; playlist list,1.0
add welcome to the cruel world to my reggae classics,oh well come to the crew well to my reggae classics,<eps> oh ; add well ; welcome come ; to to ; the the ; cruel crew ; world well ; to to ; my my ; reggae reggae ; classics classics,1.0
when is bless the child playing at the movie theatre,when does bless the child playing at the movie theater,when when ; is does ; bless bless ; the the ; child child ; playing playing ; at at ; the the ; movie movie ; theatre theater,1.0
play a new tune by louis silvers,play in eugene by <unk>,play play ; a <eps> ; new in ; tune eugene ; by by ; louis <eps> ; silvers <unk>,1.0
i m in mi and want to eat somwhere nearby midday,i am an m r i and want to eat somewhere nearby midday,i i ; <eps> am ; <eps> an ; m m ; in r ; mi i ; and and ; want want ; to to ; eat eat ; somwhere somewhere ; nearby nearby ; midday midday,1.0
i rate observations one points,i <unk> one point,i i ; rate <eps> ; observations <unk> ; one one ; points point,1.0
play the top five songs by isaac hayes,play the top five songs <unk>,play play ; the the ; top top ; five five ; songs songs ; by <eps> ; isaac <eps> ; hayes <unk>,1.0
the get going playlist needs another song,the get going play list needs another song,the the ; get get ; going going ; <eps> play ; playlist list ; needs needs ; another another ; song song,1.0
show he who fears the wolf creative photograph,shady who says the wolf creative <unk>,show <eps> ; he shady ; who who ; fears says ; the the ; wolf wolf ; creative creative ; photograph <unk>,1.0
rate the current book 0 of 6,right the current books zero live sakes,rate right ; the the ; current current ; book books ; 0 zero ; of live ; 6 sakes,1.0
find the tv series box of moon light,find the t v series books of moving like,find find ; the the ; <eps> t ; tv v ; series series ; box books ; of of ; moon moving ; light like,1.0
how is the weather going to be on child health day in trinidad and tobago,how is the way they  're going to be on child health day in trinidad and tobago,how how ; is is ; the the ; <eps> way ; <eps> they ; weather 're ; going going ; to to ; be be ; on on ; child child ; health health ; day day ; in in ; trinidad trinidad ; and and ; tobago tobago,1.0
show the critic game,showed the critic game,show showed ; the the ; critic critic ; game game,1.0
play classic rock on slacker,play classic rock on slacker,play play ; classic classic ; rock rock ; on on ; slacker slacker,1.0
add the little house we built onto mucho rap,at the little house we built on to mucho rats,add at ; the the ; little little ; house house ; we we ; built built ; <eps> on ; onto to ; mucho mucho ; rap rats,1.0
what s the weather forecast for austin liechtenstein,what is the <unk> the focus foot austin liechtenstein,what what ; s is ; the the ; <eps> <unk> ; weather the ; forecast focus ; for foot ; austin austin ; liechtenstein liechtenstein,1.0
add when you come back to the jazz for loving couples playlist,when you come back to the jazz for loving <unk> list,add <eps> ; when when ; you you ; come come ; back back ; to to ; the the ; jazz jazz ; for for ; loving loving ; couples <unk> ; playlist list,1.0
put this artist on my folk for kids playlist,put this artist on my folks were kids play list,put put ; this this ; artist artist ; on on ; my my ; folk folks ; for were ; kids kids ; <eps> play ; playlist list,1.0
will there be snowfall faraway from robinson forest,well there  'll be snow fall far away from robinson forest,will well ; there there ; <eps> 'll ; be be ; <eps> snow ; <eps> fall ; snowfall far ; faraway away ; from from ; robinson robinson ; forest forest,1.0
can i get the showtimes for movies around here,can i get the show times for movies around here,can can ; i i ; get get ; the the ; <eps> show ; showtimes times ; for for ; movies movies ; around around ; here here,1.0
book a spot in malin ky,focused spot in moline k why,book <eps> ; a focused ; spot spot ; in in ; <eps> moline ; malin k ; ky why,1.0
open iheart and play té para tres,oh pretty hot and play pirates race,<eps> oh ; open pretty ; iheart hot ; and and ; play play ; té <eps> ; para pirates ; tres race,1.0
where can i see young goethe in love,where can i say young girl in love,where where ; can can ; i i ; see say ; young young ; goethe girl ; in in ; love love,1.0
forecast for my current location at 6,forecast for my current location at six,forecast forecast ; for for ; my my ; current current ; location location ; at at ; 6 six,1.0
is the country doctor on the schedule at any theater near me,is the country doctor on the schedule it <unk>,is is ; the the ; country country ; doctor doctor ; on on ; the the ; schedule schedule ; at <eps> ; any <eps> ; theater <eps> ; near it ; me <unk>,1.0
add theater to my new metal tracks playlist,at the theatre to my new middle <unk>,<eps> at ; add the ; theater theatre ; to to ; my my ; new new ; metal <eps> ; tracks middle ; playlist <unk>,1.0
what is the humidity like in leoti,what is the humidity like in leo,what what ; is is ; the the ; humidity humidity ; like like ; in in ; leoti leo,1.0
when will the santikos theatres be showing animated movies,when will to <unk> to be showing animated movies,when when ; will will ; the to ; santikos <unk> ; theatres to ; be be ; showing showing ; animated animated ; movies movies,1.0
can you find me the movie the countess,can you find me the movie the counters,can can ; you you ; find find ; me me ; the the ; movie movie ; the the ; countess counters,1.0
what s the forecase for inverness on february 5th  2031,well she has the full <unk> inverness on february face twenty thirty one,<eps> well ; what she ; s has ; the the ; forecase full ; for <unk> ; inverness inverness ; on on ; february february ; <eps> face ; <eps> twenty ; 5th thirty ; 2031 one,1.0
add fred knoblock to my lo-fi love playlist,i  'd fred know blow up to my life i love <unk> list,<eps> i ; add 'd ; fred fred ; <eps> know ; <eps> blow ; knoblock up ; to to ; my my ; <eps> life ; lo-fi i ; love love ; <eps> <unk> ; playlist list,1.0
book a pub in santa claus  new jersey for the first day of sukkot,look a pub and santa claus new jersey for the first day of soup coat,book look ; a a ; pub pub ; in and ; santa santa ; claus claus ; new new ; jersey jersey ; for for ; the the ; first first ; day day ; of of ; <eps> soup ; sukkot coat,1.0
i need movie schedules,i made movie schedules,i i ; need made ; movie movie ; schedules schedules,1.0
give four points to current essay,do full points to current essay,give do ; four full ; points points ; to to ; current current ; essay essay,1.0
what is the weather for yemen,what is the weather for yemen,what what ; is is ; the the ; weather weather ; for for ; yemen yemen,1.0
where can i get intel array building blocks,where can i get into a building blocks,where where ; can can ; i i ; get get ; intel into ; array a ; building building ; blocks blocks,1.0
i would like to book at a pub on mar  8  2020 that is close to broadway-lafayette st for my daughters and i,i would like to book at a pub on march eighth twenty twenty that as close to broadway lafeyette street for my daughters and i,i i ; would would ; like like ; to to ; book book ; at at ; a a ; pub pub ; on on ; <eps> march ; mar eighth ; 8 twenty ; 2020 twenty ; that that ; is as ; close close ; to to ; <eps> broadway ; broadway-lafayette lafeyette ; st street ; for for ; my my ; daughters daughters ; and and ; i i,1.0
is anti-semitism in the 21st century: the resurgence playing now,he  's anti semitism in the twenty first century the resurgence playing now,<eps> he ; <eps> 's ; is anti ; anti-semitism semitism ; in in ; the the ; <eps> twenty ; 21st first ; century: century ; the the ; resurgence resurgence ; playing playing ; now now,1.0
add back on the dancefloor to my bajo las estrellas playlist,uh back on the dance floor to my budget <unk> list,add uh ; back back ; on on ; the the ; <eps> dance ; dancefloor floor ; to to ; my my ; bajo <eps> ; las budget ; estrellas <unk> ; playlist list,1.0
show the immortal grand prix,show the emotional ground pray,show show ; the the ; immortal emotional ; grand ground ; prix pray,1.0
what are the movie schedules at arclight hollywood,one of the movie schedules and all kinds of hollywood,what one ; are of ; the the ; movie movie ; schedules schedules ; <eps> and ; <eps> all ; at kinds ; arclight of ; hollywood hollywood,1.0
rate this essay two out of 6 stars,rape this essay two out of six stars,rate rape ; this this ; essay essay ; two two ; out out ; of of ; 6 six ; stars stars,1.0
can i see the the tv series the late music,can i see the t v series the late music,can can ; i i ; see see ; the the ; the t ; tv v ; series series ; the the ; late late ; music music,1.0
rate red nails two of 6 stars,right dread nails too of six dies,rate right ; red dread ; nails nails ; two too ; of of ; 6 six ; stars dies,1.0
